x-box,x-bar,x2bar,x2ybr,xy2br,yegvx
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',11
'\'(3-6]\'','\'(9-12]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',10
'\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(3-6]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(6-9]\'','\'(9-12]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'',9
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(12-inf)\'','\'(6-9]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',4
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(9-12]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',7
'\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'','\'(3-6]\'','\'(12-inf)\'',8
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(9-12]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(9-12]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'',5
'\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(12-inf)\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(9-12]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',9
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',7
'\'(3-6]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(3-6]\'',4
'\'(6-9]\'','\'(9-12]\'','\'(-inf-3]\'','\'(3-6]\'','\'(9-12]\'',9
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(9-12]\'',11
'\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',5
'\'(-inf-3]\'','\'(12-inf)\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'',9
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',9
'\'(9-12]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(9-12]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'',7
'\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(9-12]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'',4
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',4
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(12-inf)\'',9
'\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'',5
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'',10
'\'(3-6]\'','\'(9-12]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'',8
'\'(6-9]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(12-inf)\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'',6
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',6
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(3-6]\'',6
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(3-6]\'',4
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',2
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'','\'(3-6]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(9-12]\'','\'(3-6]\'','\'(6-9]\'',11
'\'(-inf-3]\'','\'(12-inf)\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'',5
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'',6
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',4
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'',7
'\'(-inf-3]\'','\'(9-12]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',10
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(9-12]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(9-12]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',9
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(9-12]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'',4
'\'(9-12]\'','\'(9-12]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',5
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',5
'\'(-inf-3]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(3-6]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'',4
'\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'','\'(12-inf)\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',9
'\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(9-12]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',10
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',4
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',11
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',11
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(6-9]\'','\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',4
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'',10
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',9
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',9
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'',5
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',11
'\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'','\'(3-6]\'','\'(12-inf)\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(12-inf)\'','\'(3-6]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',6
'\'(6-9]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',6
'\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(3-6]\'',3
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(12-inf)\'',7
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(-inf-3]\'','\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'',8
'\'(-inf-3]\'','\'(12-inf)\'','\'(3-6]\'','\'(-inf-3]\'','\'(9-12]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',9
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(9-12]\'','\'(12-inf)\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(3-6]\'','\'(9-12]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',13
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',10
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(9-12]\'','\'(3-6]\'',9
'\'(3-6]\'','\'(6-9]\'','\'(12-inf)\'','\'(3-6]\'','\'(6-9]\'',6
'\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(12-inf)\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(9-12]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',13
'\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(6-9]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'','\'(9-12]\'',7
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'',6
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(6-9]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(-inf-3]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',10
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(9-12]\'','\'(6-9]\'',7
'\'(3-6]\'','\'(9-12]\'','\'(3-6]\'','\'(-inf-3]\'','\'(6-9]\'',11
'\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(9-12]\'','\'(9-12]\'',8
'\'(3-6]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',9
'\'(-inf-3]\'','\'(9-12]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',7
'\'(-inf-3]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'',6
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(3-6]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(-inf-3]\'','\'(6-9]\'',5
'\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(-inf-3]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(-inf-3]\'','\'(3-6]\'','\'(3-6]\'','\'(12-inf)\'',6
'\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(6-9]\'',11
'\'(3-6]\'','\'(6-9]\'','\'(9-12]\'','\'(6-9]\'','\'(6-9]\'',8
'\'(3-6]\'','\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'',8
'\'(6-9]\'','\'(3-6]\'','\'(3-6]\'','\'(3-6]\'','\'(6-9]\'',3
